created_at;suburb;time;status;location;area
Sun Dec 24 03:45:54 +0000 2023;Jarrahdale;11:45:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 24 03:45:54 +0000 2023;Keysbrook;11:45:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 24 03:45:54 +0000 2023;Serpentine;11:45:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 24 06:38:44 +0000 2023;South Lake;14:38:00; ADVICE;Lake Muir Nature Reserve;Shire of Manjimup
Sun Dec 24 08:02:20 +0000 2023;The Spectacles;16:02:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Sun Dec 24 08:02:20 +0000 2023;Postans;16:02:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Sun Dec 24 08:05:57 +0000 2023;Mundaring;16:05:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Sun Dec 24 08:05:57 +0000 2023;Parkerville;16:05:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Sun Dec 24 08:16:48 +0000 2023;Jarrahdale;16:16:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 24 08:16:48 +0000 2023;Keysbrook;16:16:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 24 08:16:48 +0000 2023;Serpentine;16:16:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 24 08:20:14 +0000 2023;Gidgegannup;16:20:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sun Dec 24 08:20:14 +0000 2023;Wooroloo;16:20:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sun Dec 24 08:20:14 +0000 2023;Bailup;16:20:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sun Dec 24 08:20:14 +0000 2023;Mundaring;16:20:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sun Dec 24 09:23:49 +0000 2023;Kalamunda;17:23:00; ADVICE;WATTLE GROVE;CITY OF KALAMUNDA
Sun Dec 24 09:23:49 +0000 2023;Wattle Grove;17:23:00; ADVICE;WATTLE GROVE;CITY OF KALAMUNDA
Sun Dec 24 10:16:57 +0000 2023;Kalamunda;18:16:00; ADVICE;WATTLE GROVE;CITY OF KALAMUNDA
Sun Dec 24 10:16:57 +0000 2023;Wattle Grove;18:16:00; ADVICE;WATTLE GROVE;CITY OF KALAMUNDA
Sun Dec 24 11:07:01 +0000 2023;Kalamunda;19:07:00; BURNT;WATTLE GROVE;CITY OF KALAMUNDA
Sun Dec 24 11:07:01 +0000 2023;Wattle Grove;19:07:00; BURNT;WATTLE GROVE;CITY OF KALAMUNDA
Sun Dec 24 12:50:26 +0000 2023;Jarrahdale;20:50:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 24 12:50:26 +0000 2023;Keysbrook;20:50:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 24 12:50:26 +0000 2023;Serpentine;20:50:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 31 01:40:45 +0000 2023;South Lake;09:40:00; ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP
Sun Feb 04 10:47:27 +0000 2024;Swan View;18:47:00; ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING
Sun Feb 04 10:47:27 +0000 2024;Stratton;18:47:00; ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING
Sun Feb 04 10:47:27 +0000 2024;Mundaring;18:47:00; ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING
Sun Feb 04 10:47:27 +0000 2024;Midvale;18:47:00; ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING
Sun Feb 04 12:19:20 +0000 2024;Swan View;20:19:00; ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN
Sun Feb 04 12:19:20 +0000 2024;Stratton;20:19:00; ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN
Sun Feb 04 12:19:20 +0000 2024;Midvale;20:19:00; ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN
Sun Feb 11 03:21:05 +0000 2024;Bullsbrook;11:21:00; ADVICE;BULLSBROOK;CITY OF SWAN
Sun Feb 11 07:54:08 +0000 2024;Bullsbrook;15:54:00; ADVICE;BULLSBROOK;CITY OF SWAN
Sun Feb 18 10:30:55 +0000 2024;Gwelup;18:30:00; ADVICE;GWELUP;CITY OF STIRLING
Sun Feb 18 10:30:55 +0000 2024;Stirling;18:30:00; ADVICE;GWELUP;CITY OF STIRLING
Sun Feb 18 11:00:44 +0000 2024;Karrinyup;19:00:00; WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 11:00:44 +0000 2024;Gwelup;19:00:00; WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 11:00:44 +0000 2024;Stirling;19:00:00; WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 11:00:44 +0000 2024;Carine;19:00:00; WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 11:06:04 +0000 2024;Karrinyup;19:06:00; WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 11:06:04 +0000 2024;Gwelup;19:06:00; WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 11:06:04 +0000 2024;Stirling;19:06:00; WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 11:06:04 +0000 2024;Carine;19:06:00; WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 11:59:24 +0000 2024;Karrinyup;19:59:00; ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 11:59:24 +0000 2024;Gwelup;19:59:00; ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 11:59:24 +0000 2024;Stirling;19:59:00; ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 12:02:25 +0000 2024;Karrinyup;20:02:00; ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 12:02:25 +0000 2024;Gwelup;20:02:00; ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 12:02:25 +0000 2024;Stirling;20:02:00; ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 13:46:02 +0000 2024;Karrinyup;21:46:00; ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 13:46:02 +0000 2024;Gwelup;21:46:00; ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING
Sun Feb 18 13:46:02 +0000 2024;Stirling;21:46:00; ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING
Sun Jan 07 08:13:49 +0000 2024;Jarrahdale;16:13:00; WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 07 08:13:49 +0000 2024;Oldbury;16:13:00; WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 07 08:13:49 +0000 2024;Serpentine;16:13:00; WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 07 08:22:27 +0000 2024;Yanchep;16:22:00; ADVICE;CARABOODA and YANCHEP;CITY OF WANNEROO
Sun Jan 07 08:22:27 +0000 2024;Wanneroo;16:22:00; ADVICE;CARABOODA and YANCHEP;CITY OF WANNEROO
Sun Jan 07 08:22:27 +0000 2024;Carabooda;16:22:00; ADVICE;CARABOODA and YANCHEP;CITY OF WANNEROO
Sun Jan 07 08:27:39 +0000 2024;Jarrahdale;16:27:00; WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 07 08:27:39 +0000 2024;Oldbury;16:27:00; WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 07 08:27:39 +0000 2024;Serpentine;16:27:00; WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 07 09:04:43 +0000 2024;Yanchep;17:04:00; WATCH AND ACT;Yanchep National Park;CITY OF WANNEROO
Sun Jan 07 09:04:43 +0000 2024;Wanneroo;17:04:00; WATCH AND ACT;Yanchep National Park;CITY OF WANNEROO
Sun Jan 07 10:07:14 +0000 2024;Jarrahdale;18:07:00; ADVICE;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 07 10:07:14 +0000 2024;Oldbury;18:07:00; ADVICE;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 07 10:07:14 +0000 2024;Serpentine;18:07:00; ADVICE;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 07 11:02:31 +0000 2024;Yanchep;19:02:00; WATCH AND ACT;Yanchep National Park;CITY OF WANNEROO
Sun Jan 07 11:02:31 +0000 2024;Wanneroo;19:02:00; WATCH AND ACT;Yanchep National Park;CITY OF WANNEROO
Sun Jan 07 12:38:03 +0000 2024;East Rockingham;20:38:00; ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM
Sun Jan 07 12:38:03 +0000 2024;Rockingham;20:38:00; ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM
Sun Jan 07 12:44:35 +0000 2024;East Rockingham;20:44:00; ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM
Sun Jan 07 12:44:35 +0000 2024;Rockingham;20:44:00; ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM
Sun Jan 07 12:48:39 +0000 2024;Yanchep;20:48:00; ADVICE;Yanchep National Park;CITY OF WANNEROO
Sun Jan 07 12:48:39 +0000 2024;Wanneroo;20:48:00; ADVICE;Yanchep National Park;CITY OF WANNEROO
Sun Jan 07 15:22:40 +0000 2024;East Rockingham;23:22:00; BURNT;EAST ROCKINGHAM;CITY OF ROCKINGHAM
Sun Jan 07 15:22:40 +0000 2024;Rockingham;23:22:00; BURNT;EAST ROCKINGHAM;CITY OF ROCKINGHAM
Sun Jan 07 22:27:43 +0000 2024;Jarrahdale;06:27:00; BURNT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 07 22:27:43 +0000 2024;Oldbury;06:27:00; BURNT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 07 22:27:43 +0000 2024;Serpentine;06:27:00; BURNT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE
Sun Jan 14 00:40:11 +0000 2024;Yanchep;08:40:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sun Jan 14 00:40:11 +0000 2024;Wanneroo;08:40:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sun Jan 14 01:27:28 +0000 2024;South Lake;09:27:00; ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP
Sun Jan 14 02:05:19 +0000 2024;Gnangara;10:05:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sun Jan 14 02:05:19 +0000 2024;Wanneroo;10:05:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sun Jan 14 02:05:19 +0000 2024;Pinjar;10:05:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sun Jan 14 02:43:14 +0000 2024;Yanchep;10:43:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sun Jan 14 02:43:14 +0000 2024;Wanneroo;10:43:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sun Jan 14 04:53:07 +0000 2024;Yanchep;12:53:00; EMERGENCY WARNING;YANCHEP and YEAL;SHIRES of GINGIN and CITY of WANNEROO
Sun Jan 14 04:53:07 +0000 2024;Wanneroo;12:53:00; EMERGENCY WARNING;YANCHEP and YEAL;SHIRES of GINGIN and CITY of WANNEROO
Sun Jan 14 05:32:47 +0000 2024;Yanchep;13:32:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO
Sun Jan 14 05:32:47 +0000 2024;Wanneroo;13:32:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO
Sun Jan 14 05:32:47 +0000 2024;Pinjar;13:32:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO
Sun Jan 14 07:27:02 +0000 2024;South Lake;15:27:00; ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP
Sun Jan 14 07:29:30 +0000 2024;Gnangara;15:29:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sun Jan 14 07:29:30 +0000 2024;Wanneroo;15:29:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sun Jan 14 07:29:30 +0000 2024;Pinjar;15:29:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sun Jan 14 07:41:57 +0000 2024;Yanchep;15:41:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO
Sun Jan 14 07:41:57 +0000 2024;Wanneroo;15:41:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO
Sun Jan 14 07:41:57 +0000 2024;Pinjar;15:41:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO
Sun Jan 14 09:44:36 +0000 2024;Yanchep;17:44:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 09:44:36 +0000 2024;Wanneroo;17:44:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 09:44:36 +0000 2024;Pinjar;17:44:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 11:46:46 +0000 2024;Yanchep;19:46:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 11:46:46 +0000 2024;Wanneroo;19:46:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 11:46:46 +0000 2024;Pinjar;19:46:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 13:45:24 +0000 2024;Yanchep;21:45:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 13:45:24 +0000 2024;Wanneroo;21:45:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 13:45:24 +0000 2024;Pinjar;21:45:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 15:39:59 +0000 2024;Yanchep;23:39:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 15:39:59 +0000 2024;Wanneroo;23:39:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 15:39:59 +0000 2024;Pinjar;23:39:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 17:05:09 +0000 2024;Yanchep;01:05:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 17:05:09 +0000 2024;Wanneroo;01:05:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 17:05:09 +0000 2024;Pinjar;01:05:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 19:48:03 +0000 2024;Yanchep;03:48:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 19:48:03 +0000 2024;Wanneroo;03:48:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 19:48:03 +0000 2024;Pinjar;03:48:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 21:43:20 +0000 2024;Yanchep;05:43:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 21:43:20 +0000 2024;Wanneroo;05:43:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 21:43:20 +0000 2024;Pinjar;05:43:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 23:37:58 +0000 2024;Yanchep;07:37:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 23:37:58 +0000 2024;Wanneroo;07:37:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 14 23:37:58 +0000 2024;Pinjar;07:37:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Sun Jan 28 02:45:45 +0000 2024;Southern River;10:45:00; ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP
Sun Jan 28 07:51:02 +0000 2024;Southern River;15:51:00; ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP
Thu Dec 07 02:21:14 +0000 2023;Hamersley;10:21:00; ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON
Thu Dec 07 02:30:31 +0000 2023;Postans;10:30:00; ADVICE;POSTANS;CITY OF KWINANA
Thu Dec 07 07:24:22 +0000 2023;Hamersley;15:24:00; ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON
Thu Dec 07 07:34:26 +0000 2023;Postans;15:34:00; ADVICE;POSTANS;CITY OF KWINANA
Thu Dec 14 19:00:20 +0000 2023;Stratton;03:00:00; WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN
Thu Dec 14 19:00:20 +0000 2023;Middle Swan;03:00:00; WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN
Thu Dec 14 19:00:20 +0000 2023;Midvale;03:00:00; WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN
Thu Dec 14 19:44:17 +0000 2023;Stratton;03:44:00; WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN
Thu Dec 14 19:44:17 +0000 2023;Middle Swan;03:44:00; WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN
Thu Dec 14 19:44:17 +0000 2023;Midvale;03:44:00; WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN
Thu Dec 14 20:55:13 +0000 2023;Stratton;04:55:00; WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN
Thu Dec 14 20:55:13 +0000 2023;Middle Swan;04:55:00; WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN
Thu Dec 14 20:55:13 +0000 2023;Midvale;04:55:00; WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN
Thu Dec 14 22:55:53 +0000 2023;Stratton;06:55:00; WATCH AND ACT;MIDDLE SWAN and STRATTON;CITY OF SWAN
Thu Dec 14 22:55:53 +0000 2023;Middle Swan;06:55:00; WATCH AND ACT;MIDDLE SWAN and STRATTON;CITY OF SWAN
Thu Dec 21 01:56:52 +0000 2023;Mundaring;09:56:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 01:56:52 +0000 2023;Parkerville;09:56:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 02:05:43 +0000 2023;Mundaring;10:05:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 02:05:43 +0000 2023;Parkerville;10:05:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 02:26:51 +0000 2023;Mundaring;10:26:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 02:26:51 +0000 2023;Parkerville;10:26:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 02:33:02 +0000 2023;Mundaring;10:33:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 02:33:02 +0000 2023;Parkerville;10:33:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 02:58:27 +0000 2023;Hovea;10:58:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 02:58:27 +0000 2023;Stoneville;10:58:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 02:58:27 +0000 2023;Mundaring;10:58:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 02:58:27 +0000 2023;Parkerville;10:58:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 03:18:35 +0000 2023;Hovea;11:18:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 03:18:35 +0000 2023;Stoneville;11:18:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 03:18:35 +0000 2023;Mundaring;11:18:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 03:18:35 +0000 2023;Parkerville;11:18:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 03:42:53 +0000 2023;Hovea;11:42:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 03:42:53 +0000 2023;Stoneville;11:42:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 03:42:53 +0000 2023;Mundaring;11:42:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 03:42:53 +0000 2023;Parkerville;11:42:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 04:22:09 +0000 2023;Hovea;12:22:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 04:22:09 +0000 2023;Stoneville;12:22:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 04:22:09 +0000 2023;Mundaring;12:22:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 04:22:09 +0000 2023;Parkerville;12:22:00; EMERGENCY WARNING;HOVEA, PARKERVILLE and STONEVILLE;SHIRE OF MUNDARING
Thu Dec 21 05:38:56 +0000 2023;Mundaring;13:38:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 05:38:56 +0000 2023;Parkerville;13:38:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 05:55:50 +0000 2023;Mundaring;13:55:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 05:55:50 +0000 2023;Parkerville;13:55:00; EMERGENCY WARNING;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 06:45:35 +0000 2023;Mundaring;14:45:00; WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 06:45:35 +0000 2023;Parkerville;14:45:00; WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 08:04:13 +0000 2023;Mundaring;16:04:00; WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING
Thu Dec 21 08:04:13 +0000 2023;Parkerville;16:04:00; WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING
